date,cashflow_category,cashflow_subcategory,cashflow,branch_id
2015-06-25,cash_out,labor,-3711269.521690648,001
2015-06-26,cash_in,sales,466456.2897661753,001
2015-06-27,cash_in,sales,539783.5362917858,001
2015-06-28,cash_in,sales,505319.6858364973,001
2015-06-29,cash_in,sales,365982.96235780587,001
2015-06-30,cash_in,sales,392355.7405806634,001
2015-06-30,cash_out,material cost,-8284352.179085748,001
2015-07-01,cash_in,sales,360326.36153758946,001
2015-07-02,cash_in,sales,368071.6996829493,001
2015-07-03,cash_in,sales,427036.9849053582,001
2015-07-04,cash_in,sales,517385.6614205673,001
2015-07-05,cash_in,sales,506800.25710251863,001
2015-07-06,cash_in,sales,399601.8815407759,001
2015-07-07,cash_in,sales,409367.85195587855,001
2015-07-08,cash_in,sales,427231.2838371874,001
2015-07-08,cash_out,invest,-1715300.0,001
2015-07-09,cash_in,sales,451764.47972091456,001
2015-07-10,cash_in,sales,496816.2288947662,001
2015-07-10,cash_out,rent & utility,-2597533.390274657,001
2015-07-11,cash_in,sales,518127.0730288037,001
2015-07-12,cash_in,sales,514462.42409118416,001
2015-07-13,cash_in,invest & interest,1715632.29,001
2015-07-13,cash_in,sales,410256.39277338574,001
2015-07-14,cash_in,sales,438711.124437894,001
2015-07-15,cash_in,sales,449194.6826984908,001
2015-07-16,cash_in,sales,447701.756818455,001
2015-07-17,cash_in,sales,484538.7733143492,001
2015-07-18,cash_in,sales,549044.1992982317,001
2015-07-19,cash_in,sales,537748.8518205419,001
2015-07-20,cash_in,sales,478228.6453684303,001
2015-07-21,cash_in,sales,432742.6437491023,001
2015-07-22,cash_in,sales,465157.9909079212,001
2015-07-23,cash_in,sales,451884.2674625443,001
2015-07-24,cash_in,sales,468713.35421544,001
2015-07-24,cash_out,labor,-4188494.947987214,001
2015-07-25,cash_in,sales,493826.30334638635,001
2015-07-26,cash_in,sales,490382.460358469,001
2015-07-27,cash_in,sales,434084.1723970588,001
2015-07-28,cash_in,sales,433727.9257666061,001
2015-07-29,cash_in,sales,434730.2272958004,001
2015-07-30,cash_in,sales,435116.2597387956,001
2015-07-31,cash_in,sales,467460.63769494323,001
2015-08-01,cash_in,sales,496123.86557751737,001
2015-08-02,cash_in,sales,454209.6936598721,001
2015-08-03,cash_in,sales,449539.64691985253,001
2015-08-04,cash_in,sales,449330.85356477805,001
2015-08-05,cash_in,sales,476379.7831925359,001
2015-08-06,cash_in,sales,449382.0782845558,001
2015-08-07,cash_in,sales,470534.22296576307,001
2015-08-08,cash_in,sales,477505.957647239,001
2015-08-09,cash_in,sales,476820.8400734525,001
2015-08-10,cash_in,sales,433111.6721675734,001
2015-08-10,cash_out,rent & utility,-2620934.6819316014,001
2015-08-11,cash_in,sales,446843.31379062403,001
2015-08-12,cash_in,sales,462100.54102765565,001
2015-08-13,cash_in,sales,464136.3625730378,001
2015-08-14,cash_in,sales,477399.3784670953,001
2015-08-15,cash_in,sales,460979.53204101766,001
2015-08-16,cash_in,sales,467089.51898274245,001
2015-08-17,cash_in,sales,405910.2701250524,001
2015-08-18,cash_in,sales,435444.44988798746,001
2015-08-18,cash_out,invest,-2006200.0,001
2015-08-19,cash_in,sales,431592.97836145177,001
2015-08-20,cash_in,sales,491858.78796403087,001
2015-08-21,cash_in,sales,405630.9369811485,001
2015-08-22,cash_in,sales,456150.74243146746,001
2015-08-23,cash_in,sales,455741.10124771367,001
2015-08-24,cash_in,invest & interest,2006668.19,001
2015-08-24,cash_in,sales,381384.459775485,001
2015-08-25,cash_in,sales,391315.7064387728,001
2015-08-25,cash_out,invest,-329900.0,001
2015-08-25,cash_out,labor,-4009079.503041259,001
2015-08-26,cash_in,sales,385223.2325240706,001
2015-08-27,cash_in,sales,312131.46945709334,001
2015-08-28,cash_in,sales,354634.7196280011,001
2015-08-29,cash_in,sales,440200.40097803954,001
2015-08-30,cash_in,sales,438809.23336605635,001
2015-08-31,cash_in,invest & interest,329977.66,001
2015-08-31,cash_in,sales,358948.7282519691,001
2015-08-31,cash_out,invest,-7097000.0,001
2015-09-01,cash_in,invest & interest,7097275.44,001
2015-09-01,cash_in,sales,347659.22027337487,001
2015-09-02,cash_in,sales,361814.27611135115,001
2015-09-03,cash_in,sales,431922.4227652473,001
2015-09-04,cash_in,sales,430554.3236543461,001
2015-09-05,cash_in,sales,429331.0291000938,001
2015-09-06,cash_in,sales,326091.7816688247,001
2015-09-07,cash_in,sales,282119.65560701455,001
2015-09-08,cash_in,sales,310286.6632832466,001
2015-09-08,cash_out,invest,-7494300.0,001
2015-09-09,cash_in,sales,323649.3085179195,001
2015-09-10,cash_in,sales,343302.06491287786,001
2015-09-10,cash_out,rent & utility,-2620934.5320659415,001
2015-09-11,cash_in,sales,337248.94859389163,001
2015-09-12,cash_in,sales,434621.68351467815,001
2015-09-13,cash_in,sales,446258.59741291846,001
2015-09-14,cash_in,sales,300964.89653025,001
2015-09-15,cash_in,sales,319049.4869816677,001
2015-09-16,cash_in,sales,329312.8418217551,001
2015-09-17,cash_in,sales,325762.21286144195,001
2015-09-18,cash_in,sales,350532.9122634465,001
2015-09-19,cash_in,sales,447085.7984306986,001
2015-09-20,cash_in,invest & interest,7497839.56,001
2015-09-20,cash_in,sales,455095.3217187389,001
2015-09-21,cash_in,sales,302544.2227927117,001
2015-09-22,cash_in,sales,292129.0786398501,001
2015-09-23,cash_in,sales,295348.09153216996,001
2015-09-24,cash_in,sales,304748.3465779934,001
2015-09-25,cash_in,sales,355492.6874784895,001
2015-09-25,cash_out,invest,-3434500.0,001
2015-09-25,cash_out,labor,-3223177.993386146,001
2015-09-26,cash_in,sales,461607.81000805506,001
2015-09-27,cash_in,sales,407879.81531461683,001
2015-09-28,cash_in,sales,295852.1628750888,001
2015-09-29,cash_in,sales,329599.7035186453,001
2015-09-30,cash_in,sales,399589.0561319443,001
2015-09-30,cash_out,material cost,-9542255.085774763,001
2015-10-01,cash_in,sales,447828.54215035046,001
2015-10-02,cash_in,sales,439003.662285138,001
2015-10-03,cash_in,sales,436588.7021576859,001
2015-10-04,cash_in,sales,436678.6574100641,001
2015-10-05,cash_in,sales,430755.2961020233,001
2015-10-06,cash_in,sales,443618.05962064327,001
2015-10-07,cash_in,sales,422687.7825051716,001
2015-10-08,cash_in,sales,272843.572633738,001
2015-10-09,cash_in,invest & interest,3436245.83,001
2015-10-09,cash_in,sales,282363.73491171404,001
2015-10-09,cash_out,invest,-4944800.0,001
2015-10-10,cash_in,sales,304456.8870228674,001
2015-10-10,cash_out,rent & utility,-2644335.92647161,001
2015-10-11,cash_in,sales,395415.8497678956,001
2015-10-12,cash_in,sales,281411.1729395167,001
2015-10-13,cash_in,sales,284871.79890133074,001
2015-10-14,cash_in,sales,294006.7992146373,001
2015-10-15,cash_in,invest & interest,4945871.16,001
2015-10-15,cash_in,sales,303685.2843062122,001
2015-10-16,cash_in,sales,351925.5908760176,001
2015-10-17,cash_in,sales,445550.9646199753,001
2015-10-18,cash_in,sales,441779.22602287814,001
2015-10-19,cash_in,sales,275593.395790297,001
2015-10-20,cash_in,sales,282163.60415791516,001
2015-10-21,cash_in,sales,284798.35244732874,001
2015-10-22,cash_in,sales,290034.09014437074,001
2015-10-23,cash_in,sales,325558.12124147586,001
2015-10-23,cash_out,labor,-3242121.1824484733,001
2015-10-24,cash_in,sales,423176.8850472835,001
2015-10-25,cash_in,sales,420368.17931397085,001
2015-10-26,cash_in,sales,258649.77826643267,001
2015-10-27,cash_in,sales,265380.67980295507,001
2015-10-28,cash_in,sales,272111.93791322847,001
2015-10-29,cash_in,sales,269817.93002450664,001
2015-10-30,cash_in,sales,321051.5261623588,001
2015-10-31,cash_in,sales,439503.42096892814,001
2015-11-01,cash_in,sales,423398.47145898046,001
2015-11-02,cash_in,sales,273934.76765884296,001
2015-11-02,cash_out,invest,-341900.0,001
2015-11-03,cash_in,sales,277402.34632768214,001
2015-11-04,cash_in,sales,282621.7684168845,001
2015-11-05,cash_in,sales,274975.34330882155,001
2015-11-06,cash_in,sales,318329.5769541398,001
2015-11-06,cash_out,invest,-3157700.0,001
2015-11-07,cash_in,invest & interest,3499780.72,001
2015-11-07,cash_in,sales,422062.6743729384,001
2015-11-08,cash_in,sales,390558.09030297474,001
2015-11-09,cash_in,sales,251207.88328764806,001
2015-11-10,cash_in,sales,264420.85455077054,001
2015-11-10,cash_out,rent & utility,-2667737.708141266,001
2015-11-11,cash_in,sales,296006.0565931688,001
2015-11-12,cash_in,sales,267280.5824156186,001
2015-11-13,cash_in,sales,315757.98101705225,001
2015-11-14,cash_in,sales,430719.3102931973,001
2015-11-15,cash_in,sales,399971.9299929666,001
2015-11-16,cash_in,sales,256811.2927244683,001
2015-11-17,cash_in,sales,259740.99145042794,001
2015-11-17,cash_out,invest,-2112700.0,001
2015-11-18,cash_in,sales,260884.8313884176,001
2015-11-19,cash_in,invest & interest,2112849.94,001
2015-11-19,cash_in,sales,258304.17574403484,001
2015-11-19,cash_out,invest,-2224600.0,001
2015-11-20,cash_in,sales,300668.3386077402,001
2015-11-21,cash_in,sales,407286.5409862455,001
2015-11-22,cash_in,sales,391103.32497085835,001
2015-11-23,cash_in,sales,241312.602403585,001
2015-11-24,cash_in,sales,252643.15995738932,001
2015-11-25,cash_in,sales,255485.80306671734,001
2015-11-25,cash_out,labor,-2823256.5217075394,001
2015-11-26,cash_in,sales,264657.3946887384,001
2015-11-27,cash_in,sales,295552.52472904226,001
2015-11-28,cash_in,sales,415679.5080706838,001
2015-11-29,cash_in,sales,409156.95748672454,001
2015-11-30,cash_in,sales,252932.1896181217,001
2015-12-01,cash_in,sales,254431.873783771,001
2015-12-02,cash_in,sales,239684.42417946205,001
2015-12-03,cash_in,invest & interest,2225663.72,001
2015-12-03,cash_in,sales,243992.576844969,001
2015-12-04,cash_in,sales,299018.5662251266,001
2015-12-05,cash_in,sales,397194.31363437686,001
2015-12-06,cash_in,sales,387667.75358054606,001
2015-12-07,cash_in,sales,245239.66843075672,001
2015-12-08,cash_in,sales,254805.21643811633,001
2015-12-08,cash_out,invest,-3164700.0,001
2015-12-09,cash_in,sales,261980.61597985207,001
2015-12-10,cash_in,sales,250155.46622637592,001
2015-12-10,cash_out,rent & utility,-2777949.371125421,001
2015-12-11,cash_in,sales,298106.2232617564,001
2015-12-12,cash_in,sales,423879.77451906796,001
2015-12-13,cash_in,invest & interest,3165277.97,001
2015-12-13,cash_in,sales,386670.2725919888,001
2015-12-14,cash_in,sales,249251.0399799922,001
2015-12-15,cash_in,sales,249222.3931648846,001
2015-12-16,cash_in,sales,261136.36273787255,001
2015-12-17,cash_in,sales,258874.27228648792,001
2015-12-18,cash_in,sales,306343.3357719794,001
2015-12-19,cash_in,sales,401824.14778739546,001
2015-12-20,cash_in,sales,389405.88906465285,001
2015-12-21,cash_in,sales,256536.8841246886,001
2015-12-21,cash_out,invest,-1600200.0,001
2015-12-22,cash_in,sales,250861.0771721673,001
2015-12-23,cash_in,sales,267199.75006880227,001
2015-12-24,cash_in,sales,314495.5250402687,001
2015-12-25,cash_in,sales,377679.4464510479,001
2015-12-25,cash_out,labor,-2873882.827697486,001
2015-12-26,cash_in,invest & interest,1600476.35,001
2015-12-26,cash_in,sales,412148.81738156104,001
2015-12-27,cash_in,sales,374794.8699862971,001
2015-12-28,cash_in,sales,272115.8988049075,001
2015-12-29,cash_in,sales,281720.6283750897,001
2015-12-30,cash_in,sales,303750.40712404513,001
2015-12-31,cash_in,sales,409436.89817841625,001
2015-12-31,cash_out,material cost,-7605892.273998483,001
2016-01-01,cash_in,sales,423331.96408146113,001
2016-01-02,cash_in,sales,397115.22022574407,001
2016-01-03,cash_in,sales,373692.7178157091,001
2016-01-04,cash_in,sales,291758.3285760173,001
2016-01-05,cash_in,sales,304167.54157780175,001
2016-01-06,cash_in,sales,307075.8071095875,001
2016-01-07,cash_in,sales,320976.53823938034,001
2016-01-08,cash_in,sales,346910.40808859066,001
2016-01-09,cash_in,sales,394730.0688516283,001
2016-01-10,cash_in,sales,384604.5564819222,001
2016-01-10,cash_out,rent & utility,-2802105.3033302575,001
2016-01-11,cash_in,sales,328213.17025498603,001
2016-01-12,cash_in,sales,326314.3322684249,001
2016-01-13,cash_in,sales,321268.3737196811,001
2016-01-14,cash_in,sales,332137.4809677357,001
2016-01-15,cash_in,sales,347969.30972893024,001
2016-01-15,cash_out,invest,-11190700.0,001
2016-01-16,cash_in,sales,396694.9264767093,001
2016-01-17,cash_in,sales,370626.2447566956,001
2016-01-18,cash_in,sales,321696.4966459741,001
2016-01-19,cash_in,sales,307929.95056977356,001
2016-01-20,cash_in,sales,315526.7136742769,001
2016-01-21,cash_in,sales,321971.16391368717,001
2016-01-22,cash_in,sales,328596.8654249776,001
2016-01-23,cash_in,sales,365774.4938626077,001
2016-01-24,cash_in,sales,365909.7735881753,001
2016-01-25,cash_in,sales,335862.8447723151,001
2016-01-25,cash_out,labor,-3247346.1707135225,001
2016-01-26,cash_in,invest & interest,11195219.75,001
2016-01-26,cash_in,sales,341323.90009821043,001
2016-01-27,cash_in,sales,350204.67746701033,001
2016-01-28,cash_in,sales,355354.662283398,001
2016-01-29,cash_in,sales,370939.69343071524,001
2016-01-30,cash_in,sales,404176.5168156717,001
2016-01-31,cash_in,sales,409095.0343602672,001
2016-02-01,cash_in,sales,344943.9395400204,001
2016-02-02,cash_in,sales,403271.1598474091,001
2016-02-02,cash_out,invest,-2287500.0,001
2016-02-03,cash_in,sales,423334.99343108106,001
2016-02-03,cash_out,invest,-9624400.0,001
2016-02-04,cash_in,sales,426580.61995815457,001
2016-02-05,cash_in,sales,471241.08399049356,001
2016-02-06,cash_in,sales,492045.5450954246,001
2016-02-07,cash_in,invest & interest,2287929.1,001
2016-02-07,cash_in,sales,220997.82315403197,001
2016-02-08,cash_in,sales,324733.90780929325,001
2016-02-09,cash_in,invest & interest,9626507.92,001
2016-02-09,cash_in,sales,441921.57994845527,001
2016-02-10,cash_in,sales,471670.5131845698,001
2016-02-10,cash_out,rent & utility,-2826261.179216516,001
2016-02-11,cash_in,sales,482423.4643993796,001
2016-02-12,cash_in,sales,453264.9092463392,001
2016-02-13,cash_in,sales,473840.6862897892,001
2016-02-14,cash_in,sales,499354.41013563506,001
2016-02-15,cash_in,sales,419917.37716057815,001
2016-02-16,cash_in,sales,401714.67960491945,001
2016-02-17,cash_in,sales,394797.09882848396,001
2016-02-18,cash_in,sales,383440.73955921625,001
2016-02-19,cash_in,sales,359157.4472016694,001
2016-02-19,cash_out,invest,-13342100.0,001
2016-02-20,cash_in,sales,384153.3490149431,001
2016-02-21,cash_in,sales,372413.5898975239,001
2016-02-22,cash_in,sales,323637.8972433063,001
2016-02-23,cash_in,sales,331562.1116472837,001
2016-02-24,cash_in,sales,335366.78506899276,001
2016-02-25,cash_in,sales,345705.4704057469,001
2016-02-25,cash_out,labor,-3409772.499151659,001
2016-02-26,cash_in,sales,361400.1249682104,001
2016-02-27,cash_in,sales,390231.20373162517,001
2016-02-28,cash_in,sales,383045.6685913386,001
2016-02-29,cash_in,sales,315204.79001727403,001
2016-03-01,cash_in,sales,255419.25154553683,001
2016-03-02,cash_in,sales,252197.0293189264,001
2016-03-03,cash_in,invest & interest,13348432.34,001
2016-03-03,cash_in,sales,255913.18350356113,001
2016-03-04,cash_in,sales,288386.1987355483,001
2016-03-05,cash_in,sales,339078.435524282,001
2016-03-06,cash_in,sales,374242.3166121286,001
2016-03-07,cash_in,sales,248389.00064049958,001
2016-03-08,cash_in,sales,303050.137064967,001
2016-03-09,cash_in,sales,245101.34786982706,001
2016-03-10,cash_in,sales,237002.61995089502,001
2016-03-10,cash_out,rent & utility,-2826261.6019209228,001
2016-03-11,cash_in,sales,288196.22045463516,001
2016-03-11,cash_out,invest,-11224200.0,001
2016-03-12,cash_in,sales,401908.0454868068,001
2016-03-13,cash_in,sales,385418.19026938244,001
2016-03-14,cash_in,sales,259388.7617136646,001
2016-03-15,cash_in,sales,280632.81108291354,001
2016-03-16,cash_in,sales,287782.8281463551,001
2016-03-17,cash_in,sales,272109.2123837241,001
2016-03-18,cash_in,sales,296655.2352865548,001
2016-03-18,cash_out,invest,-479100.0,001
2016-03-19,cash_in,sales,420183.1896451133,001
2016-03-20,cash_in,invest & interest,479135.87,001
2016-03-20,cash_in,sales,425094.7747442461,001
2016-03-21,cash_in,sales,259220.4675706748,001
2016-03-22,cash_in,sales,258033.19634105792,001
2016-03-23,cash_in,sales,267218.84153465903,001
2016-03-24,cash_in,sales,267975.47704915795,001
2016-03-25,cash_in,invest & interest,11229778.83,001
2016-03-25,cash_in,sales,319166.33456579346,001
2016-03-25,cash_out,labor,-2816322.513206015,001
2016-03-26,cash_in,sales,436666.5455811453,001
2016-03-27,cash_in,sales,409721.7135018063,001
2016-03-28,cash_in,sales,261886.46762405385,001
2016-03-29,cash_in,sales,258606.1597922249,001
2016-03-30,cash_in,sales,258404.07034582796,001
2016-03-31,cash_in,sales,274707.74907602015,001
2016-03-31,cash_out,material cost,-8027592.255556915,001
2016-04-01,cash_in,sales,295643.2937360124,001
2016-04-02,cash_in,sales,402902.3208032981,001
2016-04-03,cash_in,sales,411990.2503471044,001
2016-04-04,cash_in,sales,401195.3050915187,001
2016-04-05,cash_in,sales,253524.50655205827,001
2016-04-06,cash_in,sales,267946.1736794032,001
2016-04-07,cash_in,sales,241993.19291458093,001
2016-04-07,cash_out,invest,-10781500.0,001
2016-04-08,cash_in,invest & interest,10781877.27,001
2016-04-08,cash_in,sales,272404.4341699836,001
2016-04-09,cash_in,sales,373534.4693484245,001
2016-04-10,cash_in,sales,374435.10603359283,001
2016-04-10,cash_out,rent & utility,-2850417.8878978384,001
2016-04-11,cash_in,sales,248208.33676944347,001
2016-04-11,cash_out,invest,-1884100.0,001
2016-04-12,cash_in,sales,247258.93818946465,001
2016-04-13,cash_in,sales,257556.13815371055,001
2016-04-14,cash_in,sales,264812.50870661886,001
2016-04-15,cash_in,sales,306777.751192208,001
2016-04-16,cash_in,sales,394488.86540386983,001
2016-04-17,cash_in,sales,373612.31693009497,001
2016-04-18,cash_in,sales,267545.3355221307,001
2016-04-19,cash_in,sales,275663.26540904754,001
2016-04-19,cash_out,invest,-6102500.0,001
2016-04-20,cash_in,sales,279716.77567383193,001
2016-04-21,cash_in,invest & interest,6102935.22,001
2016-04-21,cash_in,sales,276975.82454010093,001
2016-04-22,cash_in,sales,305187.68552013935,001
2016-04-23,cash_in,sales,428111.4703640785,001
2016-04-24,cash_in,invest & interest,1885009.61,001
2016-04-24,cash_in,sales,412347.3654362113,001
2016-04-25,cash_in,sales,257012.6729281298,001
2016-04-25,cash_out,labor,-2890238.250854545,001
2016-04-26,cash_in,sales,275553.936684063,001
2016-04-27,cash_in,sales,283476.8516946301,001
2016-04-28,cash_in,sales,307173.71448325407,001
2016-04-29,cash_in,sales,387062.9212558421,001
2016-04-30,cash_in,sales,490031.2579044004,001
2016-05-01,cash_in,sales,479360.54288507276,001
2016-05-02,cash_in,sales,438194.8865716004,001
2016-05-03,cash_in,sales,246386.26812722205,001
2016-05-04,cash_in,sales,269453.62498972286,001
2016-05-05,cash_in,sales,298707.5532533237,001
2016-05-06,cash_in,sales,288773.03461480106,001
2016-05-06,cash_out,invest,-11090300.0,001
2016-05-07,cash_in,sales,432902.94462745666,001
2016-05-08,cash_in,sales,426629.07635562256,001
2016-05-09,cash_in,invest & interest,11091521.03,001
2016-05-09,cash_in,sales,285446.5367846218,001
2016-05-10,cash_in,sales,300684.01986208773,001
2016-05-10,cash_out,rent & utility,-2874573.748076352,001
2016-05-11,cash_in,sales,292089.4899719146,001
2016-05-12,cash_in,sales,248088.95046973607,001
2016-05-13,cash_in,sales,336358.38116086676,001
2016-05-14,cash_in,sales,421204.14399676706,001
2016-05-15,cash_in,sales,407394.97739222745,001
2016-05-16,cash_in,sales,264516.16756595013,001
2016-05-17,cash_in,sales,334932.0631205569,001
2016-05-18,cash_in,sales,346116.968428805,001
2016-05-19,cash_in,sales,344238.20582300064,001
2016-05-20,cash_in,sales,404641.5400920121,001
2016-05-21,cash_in,sales,488180.7392026118,001
2016-05-22,cash_in,sales,462827.6432818208,001
2016-05-23,cash_in,sales,285798.11746630265,001
2016-05-24,cash_in,sales,260589.29822403193,001
2016-05-25,cash_in,sales,296618.1083961005,001
2016-05-25,cash_out,labor,-3257165.788701969,001
2016-05-26,cash_in,sales,280994.76828851836,001
2016-05-27,cash_in,sales,368568.3794967027,001
2016-05-28,cash_in,sales,508401.32505493704,001
2016-05-29,cash_in,sales,459595.68004563934,001
2016-05-30,cash_in,sales,281536.1459657775,001
2016-05-31,cash_in,sales,337069.7537643669,001
2016-06-01,cash_in,sales,614114.4418573381,001
2016-06-02,cash_in,sales,314543.00636891625,001
2016-06-03,cash_in,sales,354754.9375591061,001
2016-06-04,cash_in,sales,469728.2530556876,001
2016-06-05,cash_in,sales,468624.82533634297,001
2016-06-06,cash_in,sales,311999.00639753236,001
2016-06-07,cash_in,sales,340071.9541944485,001
2016-06-08,cash_in,sales,397310.6839517473,001
2016-06-09,cash_in,sales,479763.8802238816,001
2016-06-10,cash_in,sales,397966.4206498508,001
2016-06-10,cash_out,rent & utility,-2898729.5449944856,001
2016-06-11,cash_in,sales,413291.1823179598,001
2016-06-12,cash_in,sales,315996.1564053013,001
2016-06-13,cash_in,sales,301200.1877652666,001
2016-06-14,cash_in,sales,324930.5869705239,001
2016-06-15,cash_in,sales,332435.71981708135,001
2016-06-16,cash_in,sales,316219.8825686142,001
2016-06-17,cash_in,sales,347699.79993512004,001
2016-06-18,cash_in,sales,451804.35942424677,001
2016-06-19,cash_in,sales,468636.5452203588,001
2016-06-20,cash_in,sales,335477.2043153242,001
2016-06-21,cash_in,sales,309651.92030895205,001
2016-06-22,cash_in,sales,321290.9881030743,001
2016-06-23,cash_in,sales,301662.1449582633,001
2016-06-24,cash_in,sales,379428.95660337975,001
2016-06-24,cash_out,labor,-3412387.7040243614,001
2016-06-25,cash_in,sales,487028.85827678366,001
2016-06-26,cash_in,sales,486308.96715691,001
2016-06-27,cash_in,sales,373364.3532955152,001
2016-06-28,cash_in,sales,366425.0832779551,001
2016-06-29,cash_in,sales,342618.98738980846,001
2016-06-29,cash_out,invest,-6232200.0,001
2016-06-30,cash_in,sales,316212.2073197075,001
2016-06-30,cash_out,material cost,-8093269.321401353,001
