date,balance,branch_id
2016-02-13,29659789.995460737,001
2016-02-14,30159144.40559637,001
2016-02-15,30579061.78275695,001
2016-02-16,30980776.46236187,001
2016-02-17,31375573.56119035,001
2016-02-18,31759014.300749566,001
2016-02-19,18776071.747951236,001
2016-02-20,19160225.096966177,001
2016-02-21,19532638.6868637,001
2016-02-22,19856276.584107008,001
2016-02-23,20187838.695754293,001
2016-02-24,20523205.480823286,001
2016-02-25,17459138.452077374,001
2016-02-26,17820538.577045586,001
2016-02-27,18210769.780777212,001
2016-02-28,18593815.44936855,001
2016-02-29,18909020.239385825,001
2016-03-01,19164439.490931362,001
2016-03-02,19416636.520250287,001
2016-03-03,33020982.043753847,001
2016-03-04,33309368.242489398,001
2016-03-05,33648446.67801368,001
2016-03-06,34022688.994625814,001
2016-03-07,34271077.99526631,001
2016-03-08,34574128.132331274,001
2016-03-09,34819229.4802011,001
2016-03-10,32229970.498231076,001
2016-03-11,21293966.71868571,001
2016-03-12,21695874.764172517,001
2016-03-13,22081292.954441898,001
2016-03-14,22340681.716155563,001
2016-03-15,22621314.527238477,001
2016-03-16,22909097.35538483,001
2016-03-17,23181206.567768555,001
2016-03-18,22998761.80305511,001
2016-03-19,23418944.992700223,001
2016-03-20,24323175.63744447,001
2016-03-21,24582396.105015144,001
2016-03-22,24840429.3013562,001
2016-03-23,25107648.14289086,001
2016-03-24,25375623.619940016,001
2016-03-25,34108246.271299794,001
2016-03-26,34544912.81688094,001
2016-03-27,34954634.530382745,001
2016-03-28,35216520.9980068,001
2016-03-29,35475127.15779902,001
2016-03-30,35733531.22814485,001
2016-03-31,27980646.721663952,001
2016-04-01,28276290.015399963,001
2016-04-02,28679192.336203262,001
2016-04-03,29091182.586550366,001
2016-04-04,29492377.891641885,001
2016-04-05,29745902.398193944,001
2016-04-06,30013848.57187335,001
2016-04-07,19474341.764787927,001
2016-04-08,30528623.46895791,001
2016-04-09,30902157.93830633,001
2016-04-10,28426175.156442087,001
2016-04-11,26790283.49321153,001
2016-04-12,27037542.431400996,001
2016-04-13,27295098.569554705,001
2016-04-14,27559911.078261323,001
2016-04-15,27866688.82945353,001
2016-04-16,28261177.6948574,001
2016-04-17,28634790.011787497,001
2016-04-18,28902335.347309627,001
2016-04-19,23075498.612718675,001
2016-04-20,23355215.388392508,001
2016-04-21,29735126.432932608,001
2016-04-22,30040314.118452746,001
2016-04-23,30468425.588816825,001
2016-04-24,32765782.564253036,001
2016-04-25,30132556.98632662,001
2016-04-26,30408110.923010685,001
2016-04-27,30691587.774705313,001
2016-04-28,30998761.489188567,001
2016-04-29,31385824.41044441,001
2016-04-30,31875855.668348808,001
2016-05-01,32355216.21123388,001
2016-05-02,32793411.09780548,001
2016-05-03,33039797.365932703,001
2016-05-04,33309250.990922425,001
2016-05-05,33607958.54417575,001
2016-05-06,22806431.578790553,001
2016-05-07,23239334.52341801,001
2016-05-08,23665963.59977363,001
2016-05-09,35042931.16655825,001
2016-05-10,32469041.438343987,001
2016-05-11,32761130.9283159,001
2016-05-12,33009219.878785636,001
2016-05-13,33345578.259946503,001
2016-05-14,33766782.40394327,001
2016-05-15,34174177.3813355,001
2016-05-16,34438693.548901446,001
2016-05-17,34773625.612022005,001
2016-05-18,35119742.58045081,001
2016-05-19,35463980.786273815,001
2016-05-20,35868622.32636583,001
2016-05-21,36356803.06556844,001
2016-05-22,36819630.70885026,001
2016-05-23,37105428.82631656,001
2016-05-24,37366018.12454059,001
2016-05-25,34405470.44423472,001
2016-05-26,34686465.21252324,001
2016-05-27,35055033.59201994,001
2016-05-28,35563434.917074874,001
2016-05-29,36023030.597120516,001
2016-05-30,36304566.74308629,001
2016-05-31,36641636.49685066,001
2016-06-01,37255750.938708,001
2016-06-02,37570293.94507691,001
2016-06-03,37925048.88263602,001
2016-06-04,38394777.1356917,001
2016-06-05,38863401.96102805,001
2016-06-06,39175400.96742558,001
2016-06-07,39515472.921620026,001
2016-06-08,39912783.60557178,001
2016-06-09,40392547.48579566,001
2016-06-10,37891784.36145103,001
2016-06-11,38305075.54376899,001
2016-06-12,38621071.70017429,001
2016-06-13,38922271.88793955,001
2016-06-14,39247202.47491007,001
2016-06-15,39579638.19472715,001
2016-06-16,39895858.077295765,001
2016-06-17,40243557.87723088,001
2016-06-18,40695362.23665513,001
2016-06-19,41163998.78187549,001
2016-06-20,41499475.98619082,001
2016-06-21,41809127.90649977,001
2016-06-22,42130418.89460285,001
2016-06-23,42432081.039561115,001
2016-06-24,39399122.29214013,001
2016-06-25,39886151.15041692,001
2016-06-26,40372460.11757383,001
2016-06-27,40745824.47086934,001
2016-06-28,41112249.554147296,001
2016-06-29,35222668.541537106,001
2016-06-30,27445611.427455463,001
2016-07-01,27843702.835413817,001
2016-07-02,28342922.881272286,001
2016-07-03,28853005.494779546,001
2016-07-04,29249714.726746663,001
2016-07-05,35894278.594365455,001
2016-07-06,36327891.70080167,001
2016-07-07,36792485.86603754,001
2016-07-08,37277806.88908908,001
2016-07-09,37850199.12504055,001
2016-07-10,35437729.66203531,001
2016-07-11,35910779.37969733,001
2016-07-12,36331294.35288958,001
2016-07-13,36772351.33945807,001
2016-07-14,37214227.25862416,001
2016-07-15,37686473.96831879,001
2016-07-16,38164074.099079825,001
2016-07-17,38599532.21196241,001
2016-07-18,31832083.7588285,001
2016-07-19,32224930.824434638,001
2016-07-20,32615635.88101513,001
2016-07-21,33020213.470590163,001
2016-07-22,33405736.357987173,001
2016-07-23,33821981.89954911,001
2016-07-24,34270898.89370288,001
2016-07-25,28347777.784003742,001
2016-07-26,28750665.611073766,001
2016-07-27,29157445.18574129,001
2016-07-28,29559571.65324899,001
2016-07-29,29994362.081841502,001
2016-07-30,30500366.63722825,001
2016-07-31,33229629.72251323,001
2016-08-01,40871031.91881211,001
2016-08-02,41360792.68390561,001
2016-08-03,41863526.75866235,001
2016-08-04,42367056.400095716,001
2016-08-05,42864730.08830271,001
2016-08-06,43376928.16253352,001
2016-08-07,43870874.11207836,001
2016-08-08,24407925.82775193,001
2016-08-09,24917707.850848313,001
2016-08-10,22394370.537198298,001
2016-08-11,22859166.714757774,001
2016-08-12,43259942.69705986,001
2016-08-13,43778854.73652519,001
2016-08-14,44283489.60930185,001
2016-08-15,44716224.34711059,001
2016-08-16,45147664.76719402,001
2016-08-17,45579550.99036632,001
2016-08-18,46015927.00736669,001
2016-08-19,46471925.81309555,001
2016-08-20,46970271.593678035,001
2016-08-21,47428315.19834211,001
2016-08-22,47835196.15515206,001
2016-08-23,31824749.38825851,001
2016-08-24,32223487.956833053,001
2016-08-25,28465881.66118649,001
2016-08-26,28896972.10324272,001
2016-08-27,29395679.644577593,001
2016-08-28,29877868.623730954,001
2016-08-29,30235958.768692207,001
2016-08-30,16295472.241703924,001
2016-08-31,30878598.139042057,001
2016-09-01,31171467.34266845,001
2016-09-02,47936348.94576916,001
2016-09-03,48414257.71482338,001
2016-09-04,48859158.308197506,001
2016-09-05,49161990.72988779,001
2016-09-06,49477810.56509389,001
2016-09-07,49801321.90832318,001
2016-09-08,50103533.595954046,001
2016-09-09,50455871.73770196,001
2016-09-10,47933928.70301851,001
2016-09-11,48377351.56784888,001
2016-09-12,48673161.036656834,001
2016-09-13,48991438.251121625,001
2016-09-14,49370741.11175405,001
2016-09-15,49826543.711009756,001
2016-09-16,50284182.00399758,001
2016-09-17,50727672.99123609,001
2016-09-18,51042542.85290823,001
2016-09-19,51351560.02612404,001
2016-09-20,51669987.61215927,001
2016-09-21,51994274.23832131,001
2016-09-22,52312829.35633502,001
2016-09-23,49389316.037023574,001
2016-09-24,49847235.53516966,001
2016-09-25,50324839.691677496,001
2016-09-26,50619555.80512548,001
2016-09-27,50912377.444320425,001
2016-09-28,51244578.66616616,001
2016-09-29,51590159.66860629,001
2016-09-30,42435639.50315697,001
2016-10-01,42987057.643336125,001
2016-10-02,43500708.792024426,001
2016-10-03,43933864.47398447,001
2016-10-04,44382333.81482644,001
2016-10-05,44822705.241391264,001
2016-10-06,45260944.95589523,001
2016-10-07,45671023.582239635,001
2016-10-08,43920681.4447802,001
2016-10-09,44230489.86675681,001
2016-10-10,41542390.634306855,001
2016-10-11,41839936.39754474,001
2016-10-12,42142277.17130328,001
2016-10-13,42449250.298696965,001
2016-10-14,42801793.86117454,001
2016-10-15,43306408.29150507,001
2016-10-16,45806218.69156456,001
2016-10-17,46091590.46339854,001
2016-10-18,46396473.762496,001
2016-10-19,46683981.474492565,001
2016-10-20,46979393.52217219,001
2016-10-21,32669360.639955323,001
2016-10-22,33141573.217976913,001
2016-10-23,33602748.94767884,001
2016-10-24,33886193.10732514,001
2016-10-25,30749825.022102445,001
2016-10-26,29607307.329576932,001
2016-10-27,44557644.59292002,001
2016-10-28,44901218.33910916,001
2016-10-29,45365946.03106422,001
2016-10-30,45813065.09317598,001
2016-10-31,46092252.785852976,001
2016-11-01,46385448.184069976,001
2016-11-02,46684588.545623004,001
2016-11-03,46979907.03328697,001
2016-11-04,34591756.11252212,001
2016-11-05,35019622.85064569,001
2016-11-06,35435705.28253864,001
2016-11-07,35711190.93398697,001
2016-11-08,37447417.37192751,001
2016-11-09,37754759.14373013,001
2016-11-10,35068204.37246033,001
2016-11-11,35447138.187676564,001
2016-11-12,35893531.49067208,001
2016-11-13,49025814.61805349,001
2016-11-14,49285775.988302335,001
2016-11-15,49561739.76092353,001
2016-11-16,49848973.075451866,001
2016-11-17,50128325.96598289,001
2016-11-18,50462399.446526125,001
2016-11-19,50887919.91217868,001
2016-11-20,51323221.66065133,001
2016-11-21,43183808.160389,001
2016-11-22,43453314.77443272,001
2016-11-23,43729913.929427855,001
2016-11-24,44005064.95570735,001
2016-11-25,41368584.61483505,001
2016-11-26,50219792.725178644,001
2016-11-27,50649460.14529416,001
2016-11-28,50917734.84538665,001
2016-11-29,51194400.276607715,001
2016-11-30,51466009.8863835,001
2016-12-01,51739820.18356158,001
2016-12-02,52063199.74615651,001
2016-12-03,52500182.72776294,001
2016-12-04,52923181.73224549,001
2016-12-05,53190043.62196155,001
2016-12-06,53464398.85572086,001
2016-12-07,53734440.71409721,001
2016-12-08,54004240.75930683,001
2016-12-09,54324436.63263239,001
2016-12-10,51780143.63670985,001
2016-12-11,52206927.42689223,001
2016-12-12,52486150.2445622,001
2016-12-13,52758098.154971406,001
2016-12-14,53034707.83330673,001
2016-12-15,53318379.42040988,001
2016-12-16,53646426.452991195,001
2016-12-17,54096259.24212894,001
2016-12-18,54534475.97839291,001
2016-12-19,35829878.45320471,001
2016-12-20,34655447.50544462,001
2016-12-21,34932397.690300636,001
2016-12-22,35227068.46457116,001
2016-12-23,32338119.178225067,001
2016-12-24,32856370.80094999,001
2016-12-25,52371028.699058935,001
2016-12-26,52678395.6429417,001
2016-12-27,52997126.55120485,001
2016-12-28,53319732.15174262,001
2016-12-29,53659608.15758985,001
2016-12-30,45916232.80430576,001
2016-12-31,46450430.84157351,001
2017-01-01,46932730.88615334,001
2017-01-02,48843463.67991866,001
2017-01-03,49186386.626170136,001
2017-01-04,49543832.97599956,001
2017-01-05,33966176.14386596,001
2017-01-06,34369457.77223246,001
2017-01-07,34826815.91670687,001
2017-01-08,51214921.05890919,001
2017-01-09,51585955.15349837,001
2017-01-10,48952642.204868376,001
2017-01-11,49332067.62308354,001
2017-01-12,49715635.13327415,001
2017-01-13,46092484.10139304,001
2017-01-14,46551702.80032482,001
2017-01-15,47018163.40563795,001
2017-01-16,47439787.62115338,001
2017-01-17,34660378.01936661,001
2017-01-18,39114607.36244473,001
2017-01-19,39552826.79885826,001
2017-01-20,39977924.436034516,001
2017-01-21,40480517.50106028,001
2017-01-22,40969264.52783226,001
2017-01-23,41465274.78541456,001
2017-01-24,41992447.45428897,001
2017-01-25,38464691.17970252,001
2017-01-26,39049385.515350744,001
2017-01-27,39305594.52774384,001
2017-01-28,39746523.54198383,001
2017-01-29,40292693.62472115,001
2017-01-30,54082941.4237352,001
2017-01-31,54681260.84660998,001
2017-02-01,55244224.50795868,001
2017-02-02,55822595.59518914,001
2017-02-03,56335967.020726286,001
2017-02-04,56846830.69855771,001
2017-02-05,57344117.431128524,001
2017-02-06,57798160.25678138,001
2017-02-07,58239389.917528324,001
2017-02-08,58664410.16224154,001
2017-02-09,59073621.45590562,001
2017-02-10,56463537.01893078,001
2017-02-11,56880908.45830515,001
2017-02-12,57319231.84696786,001
2017-02-13,57731528.81931518,001
2017-02-14,58272628.92598992,001
2017-02-15,58683180.019998245,001
2017-02-16,54921846.34412275,001
2017-02-17,55313532.63455797,001
2017-02-18,55770550.602231085,001
2017-02-19,56184997.24806964,001
2017-02-20,56549478.00041459,001
2017-02-21,61056628.40568767,001
2017-02-22,61412922.983103976,001
2017-02-23,61773545.277337894,001
2017-02-24,58537027.11757784,001
2017-02-25,59025317.2262843,001
2017-02-26,59534942.06148855,001
2017-02-27,59907436.37151322,001
2017-02-28,60313062.66587325,001
2017-03-01,40644925.22216508,001
2017-03-02,60997365.50734176,001
2017-03-03,61338056.25565076,001
2017-03-04,61814484.56709038,001
2017-03-05,62275586.26472586,001
2017-03-06,62558910.9134458,001
2017-03-07,62850513.96297703,001
2017-03-08,63231762.61651165,001
2017-03-09,63515440.35322473,001
2017-03-10,60730329.80069631,001
2017-03-11,61207310.52754585,001
2017-03-12,61648249.67223669,001
2017-03-13,61929807.1862854,001
2017-03-14,62241466.580022834,001
2017-03-15,62569895.25052044,001
2017-03-16,62898462.19561106,001
2017-03-17,63272171.63761298,001
2017-03-18,63796996.665179506,001
2017-03-19,64301897.45640228,001
2017-03-20,52246735.3709395,001
2017-03-21,64930943.69739795,001
2017-03-22,65254085.41127855,001
2017-03-23,48530319.19833101,001
2017-03-24,45461418.51278344,001
2017-03-25,63072451.524899036,001
2017-03-26,63614431.40294229,001
2017-03-27,63952774.02596288,001
2017-03-28,64316701.29629378,001
2017-03-29,64663577.47756105,001
2017-03-30,65018234.74113762,001
2017-03-31,51212936.135790974,001
2017-04-01,51636305.21000709,001
2017-04-02,52195208.11678766,001
2017-04-03,52762941.52108473,001
2017-04-04,53318250.28884003,001
2017-04-05,53679465.341191985,001
2017-04-06,54023682.29155731,001
2017-04-07,59210355.439095594,001
2017-04-08,59705573.83410151,001
2017-04-09,60205133.803654075,001
2017-04-10,57371974.409147196,001
2017-04-11,57694586.24863797,001
2017-04-12,58004495.317838676,001
2017-04-13,58331050.97842951,001
2017-04-14,58756110.080641545,001
2017-04-15,59343056.33970796,001
2017-04-16,59885508.00032789,001
2017-04-17,60178298.49854952,001
2017-04-18,60509265.19217206,001
2017-04-19,60848064.78029065,001
2017-04-20,61177732.50345897,001
2017-04-21,61579591.58104667,001
2017-04-22,62156141.39183565,001
2017-04-23,62671099.340103894,001
2017-04-24,62971564.44665183,001
2017-04-25,59499637.65391303,001
2017-04-26,59823519.540954895,001
2017-04-27,60174520.429866634,001
2017-04-28,60639750.21464907,001
2017-04-29,61247005.82748029,001
2017-04-30,61854589.63142219,001
2017-05-01,62517249.53190154,001
2017-05-02,62932268.95811592,001
2017-05-03,63313513.00203883,001
2017-05-04,63641856.63714501,001
2017-05-05,64037035.00592278,001
2017-05-06,64510123.059911706,001
2017-05-07,65065264.264854945,001
2017-05-08,65468108.15196935,001
2017-05-09,65923971.15972464,001
2017-05-10,63176538.013578646,001
2017-05-11,34994551.231655255,001
2017-05-12,64039920.19099516,001
2017-05-13,64624899.04536645,001
2017-05-14,65175224.73309697,001
2017-05-15,65543137.54452112,001
2017-05-16,65951760.24808247,001
2017-05-17,66364845.297376886,001
2017-05-18,66797671.03219614,001
2017-05-19,67258720.42334028,001
2017-05-20,67906172.03820555,001
2017-05-21,68455904.139764,001
2017-05-22,51304056.9955681,001
2017-05-23,21962368.349373925,001
2017-05-24,22309219.788075853,001
2017-05-25,18476050.24855457,001
2017-05-26,18904854.565747652,001
2017-05-27,19438257.0792162,001
2017-05-28,20054031.489159126,001
2017-05-29,38120923.32281494,001
2017-05-30,38703956.659084685,001
2017-05-31,39070561.286874905,001
2017-06-01,69440045.59394114,001
2017-06-02,44295190.89877592,001
2017-06-03,44812102.5305424,001
2017-06-04,45344766.621570244,001
2017-06-05,45778736.237610735,001
2017-06-06,46193125.17702104,001
2017-06-07,46621937.455540605,001
2017-06-08,47056326.83049249,001
2017-06-09,47485506.78148138,001
2017-06-10,44883459.258828744,001
2017-06-11,45490906.88028951,001
2017-06-12,34018443.93276873,001
2017-06-13,34486983.57209147,001
2017-06-14,34938177.48136856,001
2017-06-15,60937775.36006428,001
2017-06-16,61509960.5497937,001
2017-06-17,62173590.27130333,001
2017-06-18,62790189.13050612,001
2017-06-19,63193820.03942517,001
2017-06-20,63600016.07303029,001
2017-06-21,64013913.20356191,001
2017-06-22,64482833.664123416,001
2017-06-23,60553223.61274555,001
2017-06-24,73174494.1588079,001
2017-06-25,73860446.01006508,001
2017-06-26,74351988.8255591,001
2017-06-27,74860563.8086511,001
2017-06-28,75368094.50820635,001
2017-06-29,75873576.40448645,001
